clip_id,video
wCv2DYtxr5U_3900000,wCv2DYtxr5U
wCv2DYtxr5U_3960000,wCv2DYtxr5U
wCv2DYtxr5U_3990000,wCv2DYtxr5U
wCv2DYtxr5U_4020000,wCv2DYtxr5U
wCv2DYtxr5U_4050000,wCv2DYtxr5U
wCv2DYtxr5U_4110000,wCv2DYtxr5U
wCv2DYtxr5U_4140000,wCv2DYtxr5U
wCv2DYtxr5U_4170000,wCv2DYtxr5U
wCv2DYtxr5U_4200000,wCv2DYtxr5U
wCv2DYtxr5U_4230000,wCv2DYtxr5U
wCv2DYtxr5U_4260000,wCv2DYtxr5U
wCv2DYtxr5U_4320000,wCv2DYtxr5U
wCv2DYtxr5U_4350000,wCv2DYtxr5U
wCv2DYtxr5U_4380000,wCv2DYtxr5U
wCv2DYtxr5U_4410000,wCv2DYtxr5U
wCv2DYtxr5U_4440000,wCv2DYtxr5U
wCv2DYtxr5U_4500000,wCv2DYtxr5U
wCv2DYtxr5U_4620000,wCv2DYtxr5U
wCv2DYtxr5U_4650000,wCv2DYtxr5U
wCv2DYtxr5U_4680000,wCv2DYtxr5U
wCv2DYtxr5U_4710000,wCv2DYtxr5U
wCv2DYtxr5U_4740000,wCv2DYtxr5U
wCv2DYtxr5U_4770000,wCv2DYtxr5U
wCv2DYtxr5U_4830000,wCv2DYtxr5U
wCv2DYtxr5U_4860000,wCv2DYtxr5U
wCv2DYtxr5U_4920000,wCv2DYtxr5U
wCv2DYtxr5U_4950000,wCv2DYtxr5U
wCv2DYtxr5U_4980000,wCv2DYtxr5U
wCv2DYtxr5U_5010000,wCv2DYtxr5U
wCv2DYtxr5U_5040000,wCv2DYtxr5U
wCv2DYtxr5U_5100000,wCv2DYtxr5U
wCv2DYtxr5U_5130000,wCv2DYtxr5U
wCv2DYtxr5U_5160000,wCv2DYtxr5U
wCv2DYtxr5U_5190000,wCv2DYtxr5U
wCv2DYtxr5U_5250000,wCv2DYtxr5U
wCv2DYtxr5U_5280000,wCv2DYtxr5U
wCv2DYtxr5U_5310000,wCv2DYtxr5U
wCv2DYtxr5U_5340000,wCv2DYtxr5U
wCv2DYtxr5U_6210000,wCv2DYtxr5U
wCv2DYtxr5U_6240000,wCv2DYtxr5U
wCv2DYtxr5U_6270000,wCv2DYtxr5U
wCv2DYtxr5U_6300000,wCv2DYtxr5U
wCv2DYtxr5U_6360000,wCv2DYtxr5U
wCv2DYtxr5U_6390000,wCv2DYtxr5U
wCv2DYtxr5U_6510000,wCv2DYtxr5U
wCv2DYtxr5U_6540000,wCv2DYtxr5U
wCv2DYtxr5U_6570000,wCv2DYtxr5U
wCv2DYtxr5U_6600000,wCv2DYtxr5U
wCv2DYtxr5U_6630000,wCv2DYtxr5U
wCv2DYtxr5U_6720000,wCv2DYtxr5U
wCv2DYtxr5U_6780000,wCv2DYtxr5U
wCv2DYtxr5U_6810000,wCv2DYtxr5U
wCv2DYtxr5U_6840000,wCv2DYtxr5U
wCv2DYtxr5U_6870000,wCv2DYtxr5U
wCv2DYtxr5U_6900000,wCv2DYtxr5U
wCv2DYtxr5U_6930000,wCv2DYtxr5U
wCv2DYtxr5U_6990000,wCv2DYtxr5U
wCv2DYtxr5U_7020000,wCv2DYtxr5U
wCv2DYtxr5U_7050000,wCv2DYtxr5U
wCv2DYtxr5U_7080000,wCv2DYtxr5U
wCv2DYtxr5U_7110000,wCv2DYtxr5U
wCv2DYtxr5U_7140000,wCv2DYtxr5U
wCv2DYtxr5U_7170000,wCv2DYtxr5U
wCv2DYtxr5U_7200000,wCv2DYtxr5U
wCv2DYtxr5U_7230000,wCv2DYtxr5U
wCv2DYtxr5U_7260000,wCv2DYtxr5U
wCv2DYtxr5U_7290000,wCv2DYtxr5U
wCv2DYtxr5U_7350000,wCv2DYtxr5U
wCv2DYtxr5U_7440000,wCv2DYtxr5U
wCv2DYtxr5U_7500000,wCv2DYtxr5U
wCv2DYtxr5U_7530000,wCv2DYtxr5U
wCv2DYtxr5U_7590000,wCv2DYtxr5U
wCv2DYtxr5U_7620000,wCv2DYtxr5U
wCv2DYtxr5U_7650000,wCv2DYtxr5U
wCv2DYtxr5U_7740000,wCv2DYtxr5U
wCv2DYtxr5U_7770000,wCv2DYtxr5U
wCv2DYtxr5U_7800000,wCv2DYtxr5U
wCv2DYtxr5U_7830000,wCv2DYtxr5U
wCv2DYtxr5U_7860000,wCv2DYtxr5U
wCv2DYtxr5U_7920000,wCv2DYtxr5U
wCv2DYtxr5U_7980000,wCv2DYtxr5U
wCv2DYtxr5U_8070000,wCv2DYtxr5U
wCv2DYtxr5U_8160000,wCv2DYtxr5U
wCv2DYtxr5U_8190000,wCv2DYtxr5U
wCv2DYtxr5U_8220000,wCv2DYtxr5U
wCv2DYtxr5U_8250000,wCv2DYtxr5U
wCv2DYtxr5U_8310000,wCv2DYtxr5U
wCv2DYtxr5U_8340000,wCv2DYtxr5U
wCv2DYtxr5U_8370000,wCv2DYtxr5U
wCv2DYtxr5U_8460000,wCv2DYtxr5U
wCv2DYtxr5U_8520000,wCv2DYtxr5U
wCv2DYtxr5U_8580000,wCv2DYtxr5U
wCv2DYtxr5U_8610000,wCv2DYtxr5U
wCv2DYtxr5U_8670000,wCv2DYtxr5U
wCv2DYtxr5U_8700000,wCv2DYtxr5U
wCv2DYtxr5U_8730000,wCv2DYtxr5U
wCv2DYtxr5U_8790000,wCv2DYtxr5U
wCv2DYtxr5U_8820000,wCv2DYtxr5U
wCv2DYtxr5U_8850000,wCv2DYtxr5U
wCv2DYtxr5U_8880000,wCv2DYtxr5U
wCv2DYtxr5U_8970000,wCv2DYtxr5U
wCv2DYtxr5U_9000000,wCv2DYtxr5U
wCv2DYtxr5U_9030000,wCv2DYtxr5U
wCv2DYtxr5U_9060000,wCv2DYtxr5U
wCv2DYtxr5U_9090000,wCv2DYtxr5U
wCv2DYtxr5U_9120000,wCv2DYtxr5U
wCv2DYtxr5U_9870000,wCv2DYtxr5U
wCv2DYtxr5U_9900000,wCv2DYtxr5U
wCv2DYtxr5U_9930000,wCv2DYtxr5U
wCv2DYtxr5U_9960000,wCv2DYtxr5U
wCv2DYtxr5U_9990000,wCv2DYtxr5U

